Change%,Company,Company2,Price,Volume,Low,High
▼ -1.23%,PBI,Pitney Bowes Inc,2.805,102404,2.775,2.835
0.00%,PLUG,Plug Power Inc,8.52,2513952,8.405,8.69
▲ 1.24%,POWL,"Powell Industries, Inc",26.89,321,26.77,26.89
▲ 0.79%,PRIM,Primoris Services Corporation,16.57,2498,16.57,16.57
▼ -28.61%,IPDN,"Professional Diversity Network, Inc",1.435,183109,1.435,1.615
▲ 1.02%,PRLB,"Proto Labs, Inc",131.2,9444,130.285,131.35
▲ 0.25%,NX,Quanex Building Products Corporation,13.975,720,13.975,13.975
▼ -0.36%,PWR,"Quanta Services, Inc",40.535,20831,40.11,40.54
▲ 1.46%,RAVN,"Raven Industries, Inc",22.29,9757,21.865,22.29
▼ -1.44%,RTX,Raytheon Technologies Corporation,61.175,752667,60.945,61.755
▲ 0.22%,ROLL,RBC Bearings Incorporated,127.7,1649,127.7,128.68
▼ -0.41%,RBC,Regal Beloit Corporation,91.445,7690,91.3,91.445
▼ -0.31%,RSG,"Republic Services, Inc",84.77,27543,84.665,85.46
▼ -1.41%,REZI,"Resideo Technologies, Inc",12.905,26678,12.905,12.91
▲ 0.32%,RXN,Rexnord Corporation,30.145,11147,29.85,30.145
▲ 0.61%,RBA,Ritchie Bros. Auctioneers Incorporated,44.34,11638,44.095,44.345
▼ -0.21%,RHI,Robert Half International Inc,52.62,35301,52.085,52.62
▲ 0.33%,ROK,"Rockwell Automation, Inc",226.93,56781,225.44,226.93
▲ 0.64%,ROP,"Roper Technologies, Inc",417.93,18650,414.98,418.42
