Change%,Company,Company2,Price,Volume,Low,High
▲ 1.59%,VNET,"21Vianet Group, Inc",22.35,69845,22.015,22.43
▼ -0.08%,DDD,3D Systems Corporation,6.585,122097,6.53,6.595
▲ 0.96%,EGHT,"8x8, Inc",16.265,45460,16.18,16.305
▲ 1.34%,ATEN,"A10 Networks, Inc",7.205,12950,7.2,7.205
▲ 0.22%,ACIA,"Acacia Communications, Inc",67.75,9099,67.65,67.81
▲ 0.49%,ACN,Accenture plc,222.535,110227,221.23,222.535
▲ 4.50%,ACMR,"ACM Research, Inc",88.85,24655,88.515,88.85
▲ 1.50%,ADBE,Adobe Inc,436.78,193497,431.72,436.78
▲ 0.63%,ADTN,"ADTRAN, Inc",12.68,9468,12.595,12.705
▲ 0.92%,AMD,"Advanced Micro Devices, Inc",70.04,23676705,69.31,71.61
▲ 1.10%,AGYS,"Agilysys, Inc",17.935,465,17.935,17.935
▲ 1.18%,AIRG,"Airgain, Inc",13.305,11046,13.25,13.305
▲ 0.47%,AKAM,"Akamai Technologies, Inc",112.26,90089,112.26,112.68
▲ 1.76%,AKTS,"Akoustis Technologies, Inc",8.09,47702,8.09,8.09
▼ -0.26%,ALRM,"Alarm.com Holdings, Inc",67.625,34097,67.6,68.29
▼ -0.44%,AMOT,Allied Motion Technologies Inc,36,3106,35.905,36
▲ 0.56%,ALLT,Allot Ltd,11.735,6488,11.735,11.785
▲ 2.38%,ALTR,Altair Engineering Inc,39.1,5635,38.79,39.1
▲ 1.91%,AYX,"Alteryx, Inc",165.7,90260,165.04,165.7
▼ -0.27%,AMBA,"Ambarella, Inc",44.46,113171,44.31,45.16
▲ 0.74%,DOX,Amdocs Limited,60.965,30532,60.88,60.975
▼ -1.10%,AMRH,"AMERI Holdings, Inc",1.79,22829,1.79,1.79
▲ 7.62%,AMKR,"Amkor Technology, Inc",12.995,225566,12.235,12.995
▲ 0.37%,APH,Amphenol Corporation,104.78,89307,104.08,105.005
▲ 2.25%,ADI,"Analog Devices, Inc",114.74,395626,113,114.79
▲ 0.23%,PLAN,"Anaplan, Inc",44.08,111711,43.85,44.23
▲ 0.73%,ANSS,"ANSYS, Inc",295.64,13145,295.47,296.04
▲ 0.97%,APPF,"AppFolio, Inc",139.155,2313,139.155,139.155
▲ 2.22%,APPN,Appian Corporation,49.32,36440,48.57,49.32
▲ 2.17%,AAPL,Apple Inc,378.49,5509363,374.03,379.4
▲ 2.51%,AMAT,"Applied Materials, Inc",62.14,1014354,61.12,62.22
▲ 2.25%,ANET,"Arista Networks, Inc",242.145,37651,239.605,242.205
▲ 0.61%,ARW,"Arrow Electronics, Inc",67.76,11603,67.595,67.77
▲ 5.97%,ASX,"ASE Technology Holding Co., Ltd",4.97,162627,4.88,4.97
▲ 3.82%,ASML,ASML Holding N.V,381.74,203065,376.43,381.87
▲ 1.07%,AZPN,"Aspen Technology, Inc",97.27,7288,96.76,97.27
▼ -1.16%,ASUR,"Asure Software, Inc",5.96,6857,5.96,5.96
▲ 0.71%,TEAM,Atlassian Corporation Plc,185.65,108481,184.23,186.365
▲ 5.39%,ATOM,Atomera Incorporated,11.15,48212,10.79,11.15
▲ 2.37%,AUDC,AudioCodes Ltd,42.32,178235,42.32,43.055
▲ 1.29%,ADSK,"Autodesk, Inc",235.89,38919,235.175,236.26
▲ 1.87%,AVLR,"Avalara, Inc",126.25,32259,124.92,126.25
▲ 0.29%,AVYA,Avaya Holdings Corp,12.185,22953,12.075,12.185
▼ -7.10%,AVNW,"Aviat Networks, Inc",19.75,0,19.75,21.1
▲ 3.57%,ACLS,"Axcelis Technologies, Inc",28.46,11900,28.25,28.46
▲ 0.21%,AXTI,"AXT, Inc",4.77,23826,4.765,4.8
▲ 1.61%,BAND,Bandwidth Inc,139.77,3879,139.3,139.77
▲ 1.01%,BHE,"Benchmark Electronics, Inc",19.96,2091,19.96,19.96
▼ -1.25%,BILL,Bill.com Holdings Inc.,81.29,41854,80.64,82.19
▼ -1.04%,BLKB,"Blackbaud, Inc",54.81,24308,54.81,55.275
▲ 0.11%,BB,BlackBerry Limited,4.655,99960,4.635,4.655
▲ 0.02%,BKI,"Black Knight, Inc",73.185,19695,73.185,73.59
▲ 0.81%,BL,"BlackLine, Inc",85.385,8358,85.28,85.635
▲ 0.17%,BOSC,B.O.S. Better Online Solutions Ltd,2.895,900,2.895,2.895
▼ -0.08%,BOX,"Box, Inc",17.735,173198,17.64,17.74
▼ -3.41%,BOXL,Boxlight Corporation,2.83,650931,2.83,2.89
▲ 5.58%,BCOV,Brightcove Inc,11.825,195139,11.39,11.825
▲ 1.81%,AVGO,Broadcom Inc,311.33,218476,308.12,311.55
▲ 0.12%,BR,"Broadridge Financial Solutions, Inc",131.44,16613,131.135,131.44
▲ 2.43%,BRKS,"Brooks Automation, Inc",44.71,20896,43.98,44.71
▲ 1.53%,CCMP,Cabot Microelectronics Corporation,151.845,4868,148.265,151.845
▼ -0.07%,CACI,CACI International Inc,204.41,4825,204.41,206.77
▲ 2.26%,CDNS,"Cadence Design Systems, Inc",104.91,117650,103.73,105.035
▲ 0.15%,CALX,"Calix, Inc",20.29,259525,20.16,20.395
▲ 1.19%,CMBM,Cambium Networks Corporation,12.77,4876,12.77,12.84
▲ 2.87%,CAMT,Camtek Ltd,14.875,10677,14.87,14.875
▲ 5.47%,CSIQ,Canadian Solar Inc,24,376213,23.6,24.18
▲ 0.81%,CAJ,Canon Inc,19.83,47171,19.81,19.845
▼ -0.07%,CDK,"CDK Global, Inc",43.92,17497,43.46,43.92
▲ 0.04%,CDW,CDW Corporation,114.61,21791,114.61,115.7
▲ 1.52%,CLS,Celestica Inc,7.035,37523,6.97,7.045
▲ 0.55%,CRNC,Cerence Inc,38.05,30898,38.01,38.22
▲ 1.44%,CDAY,Ceridian HCM Holding Inc,78.455,45161,77.46,78.455
▲ 0.85%,CEVA,"CEVA, Inc",38.705,4749,38.705,38.84
▲ 0.66%,GIB,CGI Inc,65.055,14270,64.58,65.055
▼ -3.28%,ECOM,ChannelAdvisor Corporation,18.88,176930,18.88,19.69
