Change%,Company,Company2,Price,Volume,Low,High
▼ -2.61%,GRBK,"Green Brick Partners, Inc",13.8,172061,13.75,14.12
▼ -2.05%,GHG,GreenTree Hospitality Group Ltd,12.87,37490,12.78,13.13
▲ 0.74%,GEF.B,"Greif, Inc",42.02,9630,41.87,42.75
▲ 0.91%,GEF,"Greif, Inc",37.56,244862,37.2,37.85
▲ 0.91%,GPI,"Group 1 Automotive, Inc",85.2,265102,83.17,86.71
▼ -3.84%,GRWG,GrowGeneration Corp.,7.26,904800,7.03,7.44
▼ -3.83%,GES,"Guess', Inc",10.55,1664200,10.5,11.43
▼ -0.78%,HBI,Hanesbrands Inc,13.97,5121318,13.955,14.29
0.00%,HOG,"Harley-Davidson, Inc",29.07,2223233,28.52,29.27
▼ -2.77%,HAS,"Hasbro, Inc",77.59,1653100,77.02,80.8
0.00%,HVT.A,"Haverty Furniture Companies, Inc",13.98,0,13.98,13.98
▼ -1.36%,HVT,"Haverty Furniture Companies, Inc",13.82,138607,13.79,14.15
▼ -2.58%,HIBB,"Hibbett Sports, Inc",23.77,302800,23.73,24.39
▼ -1.42%,HGV,Hilton Grand Vacations Inc,20.1,854200,19.86,20.23
▼ -1.81%,HLT,Hilton Worldwide Holdings Inc,77.43,1135845,76.93,78.5
▼ -0.58%,HMC,"Honda Motor Co., Ltd",25.73,367830,25.68,25.915
▼ -2.47%,HOFT,Hooker Furniture Corporation,20.92,64053,20.77,21.638
▲ 9.65%,HZN,Horizon Global Corporation,4.43,79800,3.88,4.48
▼ -3.22%,HOV,"Hovnanian Enterprises, Inc",21.65,103957,21.0201,22.4899
▲ 0.69%,HRB,"H&R Block, Inc",14.65,2217580,14.46,14.82
▲ 1.73%,HTHT,Huazhu Group Limited,33.56,1120949,32.45,33.82
▼ -2.04%,HUD,Hudson Ltd,4.33,268400,4.31,4.55
▼ -2.01%,H,Hyatt Hotels Corporation,50.34,605726,49.795,50.9
▲ 5.66%,ICON,"Iconix Brand Group, Inc",1.12,645431,1.02,1.14
▲ 3.06%,IMBI,"iMedia Brands, Inc",3.7,10712,3.5306,3.73
▲ 0.19%,IHG,InterContinental Hotels Group PLC,48.22,180854,47.78,48.52
▼ -0.49%,TILE,"Interface, Inc",8.05,363466,7.97,8.18
▼ -1.28%,IGT,International Game Technology PLC,10.06,2461462,10.06,10.4401
▼ -0.85%,IP,International Paper Company,36.32,1352474,36.185,36.95
▲ 2.30%,JACK,Jack in the Box Inc,79.29,461047,76.38,79.89
▲ 2.50%,JAKK,"JAKKS Pacific, Inc",6.345,531648,5.76,6.48
▼ -0.25%,JAX,"J. Alexander's Holdings, Inc",3.93,40669,3.84,4.01
▲ 0.59%,JD,"JD.com, Inc",60.88,11540538,58.76,61.33
▲ 2.15%,JRSH,"Jerash Holdings (US), Inc",4.75,2634,4.63,4.75
▲ 4.09%,JILL,"J.Jill, Inc",0.687,8809400,0.61,0.83
▼ -1.68%,JOUT,Johnson Outdoors Inc,88.16,55023,87.25,91.21
▲ 6.03%,JMIA,Jumia Technologies AG,9.49,5396800,8.51,9.5
▼ -4.44%,KNDI,"Kandi Technologies Group, Inc",4.09,331428,4.06,4.21
▼ -2.03%,KAR,"KAR Auction Services, Inc",14.02,621150,13.99,14.31
▲ 0.36%,KBH,KB Home,33.21,1083358,32.0856,33.41
▼ -0.42%,KBSF,KBS Fashion Group Limited,2.35,14731,2.3,2.45
▼ -1.27%,KEQU,Kewaunee Scientific Corporation,9.33,3010,9.33,9.6
▼ -2.67%,KBAL,"Kimball International, Inc",10.94,135989,10.905,11.3
▼ -10.93%,KGJI,"Kingold Jewelry, Inc",0.6413,302062,0.6,0.72
▲ 0.42%,KFS,Kingsway Financial Services Inc,2.6309,806,2.62,2.65
▼ -1.96%,KIRK,"Kirkland's, Inc",4,578498,3.85,4.2384
▼ -5.44%,KSS,Kohl's Corporation,20.86,8923421,20.735,22.235
▲ 0.06%,KTB,"Kontoor Brands, Inc",17.66,423002,17.43,18
▼ -2.09%,KRUS,"Kura Sushi USA, Inc",10.77,52957,10.7,11.15
▼ -3.04%,LAKE,"Lakeland Industries, Inc",22.33,568581,22.2,23.34
▼ -2.49%,LE,"Lands' End, Inc",8.21,209424,8.17,8.47
▼ -1.16%,LVS,Las Vegas Sands Corp,44.36,5382630,43.81,44.95
▼ -3.17%,LZB,La-Z-Boy Incorporated,27.5,199197,27.48,28.42
▲ 5.65%,LAZY,"Lazydays Holdings, Inc",12.15,167450,11.41,12.15
▼ -0.88%,LB,"L Brands, Inc",19.19,4099791,19.11,19.7601
▼ -3.01%,LCII,LCI Industries,117.02,100200,117.02,119.91
▼ -0.44%,LEA,Lear Corporation,116.59,303176,115.06,117.25
▲ 0.22%,LEGH,Legacy Housing Corporation,13.59,14705,13.26,14.01
▼ -1.16%,LEG,"Leggett & Platt, Incorporated",35.93,840348,35.895,36.72
▼ -0.41%,LEN,Lennar Corporation,69.79,2207406,68.45,70.39
▼ -0.10%,LEN.B,Lennar Corporation,52.22,61702,51.18,52.48
▲ 1.15%,LEVI,Levi Strauss & Co,12.33,1942500,12.17,12.46
▲ 1.04%,LGIH,"LGI Homes, Inc",113.93,199800,109.05,115.39
▼ -0.42%,LCUT,"Lifetime Brands, Inc",7.06,21800,6.99,7.15
▲ 3.85%,LITB,"LightInTheBox Holding Co., Ltd",1.215,169883,1.16,1.23
▼ -2.32%,LIND,"Lindblad Expeditions Holdings, Inc",7.57,169700,7.48,7.77
▲ 1.36%,LQDT,"Liquidity Services, Inc",5.22,150600,5.1,5.31
▲ 3.66%,LAD,"Lithia Motors, Inc",228.66,517000,218.22,230.46
▲ 2.15%,LIVE,Live Ventures Incorporated,9.97,216,9.97,9.97
▼ -0.71%,LKQ,LKQ Corporation,27.96,2411893,27.76,28.39
▼ -6.60%,LMPX,LMP Automotive Holdings Inc.,8.21,56136,7.9015,8.64
▲ 0.36%,LOW,"Lowe's Companies, Inc",147.03,3735700,145.4,147.62
▼ -2.54%,LUB,"Luby's, Inc",1.15,5875,1.15,1.1919
▲ 0.47%,LULU,Lululemon Athletica Inc,321.5,1442306,313.62,325.71
▲ 1.70%,LL,"Lumber Liquidators Holdings, Inc",21.51,816275,20.64,21.71
▼ -3.30%,M,"Macy's, Inc",6.45,18775291,6.41,6.7
▼ -1.10%,MGA,Magna International Inc,47.75,500531,47.65,48.14
▼ -3.86%,MMYT,MakeMyTrip Limited,16.21,315974,15.87,16.8
▲ 0.07%,MBUU,"Malibu Boats, Inc",58.98,206413,57.52,59.44
▲ 1.49%,MANU,Manchester United plc,14.94,145100,14.6,14.94
▼ -2.50%,HZO,"MarineMax, Inc",27.74,522900,26.23,28.45
▼ -2.68%,MPX,Marine Products Corporation,17.41,67762,17.3,18.12
▼ -1.65%,MAR,"Marriott International, Inc",87.5,2369546,86.59,88.89
▼ -0.07%,VAC,Marriott Vacations Worldwide Corporation,88.27,284277,86.75,88.48
▼ -2.53%,MCFT,"MasterCraft Boat Holdings, Inc",21.55,156400,21.07,22
▼ -2.49%,MAT,"Mattel, Inc",11.34,8541600,11.02,11.96
▲ 0.59%,MCD,McDonald's Corporation,198.72,2120611,195.725,198.91
▼ -1.99%,MDC,"M.D.C. Holdings, Inc",40.29,567764,40.12,41.4505
▼ -2.70%,MED,"Medifast, Inc",162.12,172050,159.3,164.96
▼ -1.61%,MLCO,Melco Resorts & Entertainment Limited,15.25,1233283,15.07,15.5
▲ 0.68%,MELI,"MercadoLibre, Inc",988.99,442127,952.22,1002.47
▲ 2.10%,MTH,Meritage Homes Corporation,91.38,481953,88.46,92.2
▲ 1.16%,MTOR,"Meritor, Inc",23.5,755900,22.92,23.56
▼ -0.63%,MGM,MGM Resorts International,15.79,16247600,15.47,15.94
▼ -0.92%,MHO,"M/I Homes, Inc",38.83,244377,37.7801,39.58
▼ -2.25%,MLR,"Miller Industries, Inc",28.67,26301,28.58,29.28
▼ -1.15%,MOD,Modine Manufacturing Company,5.15,167179,5.13,5.3
▼ -12.60%,MOGU,MOGU Inc,2.29,341700,2.25,2.61
▲ 1.61%,MHK,"Mohawk Industries, Inc",85.01,1552000,82.17,85.54
▼ -7.72%,MKGI,"Monaker Group, Inc",2.39,439500,2.12,2.47
▲ 1.55%,MCRI,"Monarch Casino & Resort, Inc",35.45,73104,34.29,35.64
▼ -0.75%,MNRO,"Monro, Inc",61.24,223622,60.98,62.29
▼ -2.76%,MPAA,"Motorcar Parts of America, Inc",16.2,53900,16.15,17.02
▼ -1.50%,MOV,"Movado Group, Inc",10.52,122400,10.51,10.84
▼ -2.56%,MUSA,Murphy USA Inc,135.85,377965,135.3,140.6568
▼ -3.86%,GRIL,Muscle Maker Inc.,2.24,104302,2.01,2.32
▼ -1.29%,MYE,"Myers Industries, Inc",14.56,66800,14.49,14.7
▼ -0.91%,NAKD,Naked Brand Group Limited,0.5538,7501634,0.534,0.6119
▼ -1.15%,NATH,"Nathan's Famous, Inc",51.77,3958,50.74,52.2877
▼ -2.19%,EYE,"National Vision Holdings, Inc",31.33,307000,31.1,32.3
▼ -2.21%,NHTC,Natural Health Trends Corp,5.32,9239,5.311,5.47
▲ 54.59%,NTZ,Natuzzi S.p.A,1.77,60466297,1.62,2.48
▼ -3.94%,NLS,"Nautilus, Inc",10.23,1005907,9.9586,10.58
▲ 7.97%,NWGI,Newgioco Group Inc,2.98,70600,2.59,2.98
▲ 0.13%,NKE,"NIKE, Inc",98.43,5280148,97.7007,99.36
▼ -11.84%,NKLA,Nikola Corporation,29.92,30044300,29.23,32.38
▼ -2.72%,NIO,NIO Inc,11.82,93110500,10.91,11.9
▼ -3.66%,NIU,Niu Technologies,18.94,681000,18.25,19.57
▲ 2.64%,NDLS,Noodles & Company,6.62,208193,6.351,6.68
▼ -2.59%,JWN,"Nordstrom, Inc",15.06,4724000,15.01,15.64
▼ -0.21%,NCLH,Norwegian Cruise Line Holdings Ltd,14.38,25454600,14.07,14.68
▼ -7.93%,NVFY,"Nova LifeStyle, Inc",1.51,30338,1.51,1.82
▲ 2.26%,NVR,"NVR, Inc",3810.3899,26868,3658,3837.8701
▼ -4.85%,ODP,"Office Depot, Inc",22.74,394873,22.61,23.76
▲ 4.79%,OSW,OneSpaWorld Holdings Limited,5.8,547700,5.51,5.9
▼ -1.59%,ONEW,OneWater Marine Inc Class A,24.07,30433,23.68,25.5
▼ -1.23%,ORLY,"O'Reilly Automotive, Inc",442.34,623672,442.15,451.23
▲ 0.43%,OSTK,"Overstock.com, Inc",53.21,3702453,48.5,54.12
▼ -3.53%,OI,"Owens-Illinois, Inc",10.11,1261233,9.97,10.51
▼ -1.79%,OXM,"Oxford Industries, Inc",43.35,66600,43.23,44.51
▼ -0.65%,PKG,Packaging Corporation of America,102.79,376797,102.41,104.39
▲ 0.08%,PZZA,"Papa John's International, Inc",93.05,456800,90.39,93.36
▼ -1.29%,PRTY,Party City Holdco Inc,1.53,3308900,1.383,1.58
▼ -0.79%,PTON,"Peloton Interactive, Inc",61.82,4046800,59.68,62.337
▲ 2.76%,PENN,"Penn National Gaming, Inc",34.775,6723394,32.52,35.03
▼ -0.83%,PAG,"Penske Automotive Group, Inc",46.77,298300,46.63,47.36
▼ -0.13%,PDD,Pinduoduo Inc,78.95,9860729,76,80.69
▼ -2.97%,PLNT,"Planet Fitness, Inc",54.57,1260700,53.9,55.85
▼ -2.34%,AGS,"PlayAGS, Inc",3.34,149100,3.3,3.472
▲ 0.85%,PLYA,Playa Hotels & Resorts N.V,3.56,441800,3.49,3.57
▼ -0.66%,PII,Polaris Inc,95.44,732887,94.98,96.2295
▲ 1.23%,POOL,Pool Corporation,304.27,468200,295.09,306.69
▲ 11.74%,PBPB,Potbelly Corporation,2.76,435600,2.41,2.79
▲ 3.22%,PHM,"PulteGroup, Inc",42.62,5235497,40.7,42.91
